type;n;swaps;cmps
combo;40;92;194
combo;40;57;177
combo;40;94;196
combo;40;82;218
combo;40;76;204
combo;40;102;212
combo;40;62;166
combo;40;82;175
combo;40;60;235
combo;40;92;216
combo;40;97;192
combo;40;127;240
combo;40;63;170
combo;40;87;184
combo;40;89;209
combo;40;79;214
combo;40;103;184
combo;40;80;195
combo;40;94;200
combo;40;117;201
combo;40;91;200
combo;40;73;176
combo;40;61;194
combo;40;117;215
combo;40;61;189
combo;40;72;189
combo;40;101;203
combo;40;106;201
combo;40;83;196
combo;40;90;180
combo;40;98;209
combo;40;105;193
combo;40;92;207
combo;40;108;211
combo;40;85;207
combo;40;71;174
combo;40;75;185
combo;40;82;188
combo;40;79;222
combo;40;110;191
combo;40;72;184
combo;40;98;187
combo;40;73;177
combo;40;81;254
combo;40;98;212
combo;40;74;181
combo;40;56;165
combo;40;92;206
combo;40;90;179
combo;40;99;198
combo;40;74;201
combo;40;93;222
combo;40;81;177
combo;50;113;237
combo;50;150;290
combo;50;165;268
combo;50;111;248
combo;50;144;291
combo;50;122;348
combo;50;127;246
combo;50;108;252
combo;50;121;276
combo;50;106;299
combo;50;88;246
combo;50;100;235
combo;50;110;250
combo;50;80;250
combo;50;143;322
combo;50;101;280
combo;50;86;263
combo;50;130;226
combo;50;115;283
combo;50;96;259
combo;50;130;271
combo;50;98;253
combo;50;115;251
combo;50;88;248
combo;50;116;239
combo;50;125;278
combo;50;119;268
combo;50;138;254
combo;50;119;251
combo;50;114;271
combo;50;108;248
combo;50;106;289
combo;50;131;295
combo;50;102;312
combo;50;85;252
combo;50;93;253
combo;50;93;254
combo;50;86;233
combo;50;100;265
combo;50;132;306
combo;50;119;267
combo;50;93;240
combo;50;103;348
combo;50;123;267
combo;50;123;272
combo;50;93;258
combo;50;110;259
combo;50;147;263
combo;50;106;270
combo;50;122;289
combo;50;113;286
combo;50;123;261
combo;50;112;251
combo;50;138;265
combo;50;78;256
combo;50;142;252
combo;50;111;258
combo;50;143;313
combo;50;121;271
combo;50;157;268
combo;50;122;251
combo;50;126;229
combo;50;102;257
combo;50;127;278
combo;50;129;247
combo;50;119;255
combo;50;113;249
combo;50;100;266
combo;50;92;254
combo;50;111;290
combo;50;120;267
combo;50;154;284
combo;50;117;259
combo;50;127;293
combo;50;88;262
combo;50;110;267
combo;50;95;253
combo;50;115;244
combo;50;123;273
combo;50;95;245
combo;50;123;242
combo;50;115;249
combo;50;103;244
combo;50;131;261
combo;50;115;254
combo;50;85;282
combo;50;151;282
combo;50;139;261
combo;50;102;249
combo;50;136;274
combo;50;101;266
combo;50;95;241
combo;50;129;300
combo;50;94;260
combo;50;131;270
combo;50;119;303
combo;50;119;292
combo;50;143;297
combo;50;104;255
combo;50;121;278
combo;60;152;306
combo;60;135;315
combo;60;100;318
combo;60;134;317
combo;60;111;299
combo;60;96;291
combo;60;142;349
combo;60;135;344
combo;60;187;407
combo;60;139;300
combo;60;134;369
combo;60;167;323
combo;60;142;378
combo;60;138;370
combo;60;178;362
combo;60;134;352
combo;60;117;344
combo;60;171;361
combo;60;145;338
combo;60;121;376
combo;60;178;308
combo;60;137;313
combo;60;155;294
combo;60;117;368
combo;60;136;311
combo;60;154;323
combo;60;176;330
combo;60;148;330
combo;60;128;294
combo;60;107;324
combo;60;121;379
combo;60;141;347
combo;60;139;322
combo;60;82;348
combo;60;143;360
combo;60;146;307
combo;60;198;325
combo;60;181;337
combo;60;100;330
combo;60;136;326
combo;60;131;384
combo;60;122;311
combo;60;126;330
combo;60;147;301
combo;60;156;364
combo;60;160;338
combo;60;169;339
combo;60;159;358
combo;60;150;347
combo;60;151;314
combo;60;173;349
combo;60;147;344
combo;60;143;320
combo;60;156;358
combo;60;97;321
combo;60;132;346
combo;60;170;304
combo;60;157;341
combo;60;151;351
combo;60;179;340
combo;60;136;320
combo;60;165;361
combo;60;165;321
combo;60;151;355
combo;60;119;315
combo;60;168;326
combo;60;169;295
combo;60;123;350
combo;60;155;337
combo;60;135;312
combo;60;165;370
combo;60;132;316
combo;60;132;364
combo;60;150;351
combo;60;111;346
combo;60;177;339
combo;60;108;353
combo;60;127;314
combo;60;135;313
combo;60;138;337
combo;60;154;325
combo;60;142;320
combo;60;178;322
combo;60;119;302
combo;60;103;305
combo;60;135;350
combo;60;120;303
combo;60;147;343
combo;60;132;330
combo;60;189;416
combo;60;191;336
combo;60;151;368
combo;60;121;337
combo;60;115;301
combo;60;177;343
combo;60;101;316
combo;60;126;315
combo;60;143;319
combo;60;146;358
combo;60;136;307
combo;70;218;417
combo;70;149;403
combo;70;191;372
combo;70;220;475
combo;70;173;390
combo;70;184;491
combo;70;151;389
combo;70;137;379
combo;70;224;416
combo;70;189;385
combo;70;158;395
combo;70;161;381
combo;70;172;364
combo;70;206;467
combo;70;134;374
combo;70;153;371
combo;70;181;433
combo;70;207;405
combo;70;180;410
combo;70;220;458
combo;70;168;409
combo;70;200;485
combo;70;233;393
combo;70;167;451
combo;70;167;386
combo;70;189;452
combo;70;137;391
combo;70;170;431
combo;70;169;445
combo;70;120;386
combo;70;189;447
combo;70;178;380
combo;70;212;428
combo;70;178;406
combo;70;175;413
combo;70;196;403
combo;70;160;396
combo;70;214;382
combo;70;171;429
combo;70;132;389
combo;70;167;387
combo;70;166;418
combo;70;134;395
combo;70;152;388
combo;70;180;379
combo;70;153;388
combo;70;191;406
combo;70;143;373
combo;70;163;408
combo;70;153;416
combo;70;145;370
combo;70;254;453
combo;70;188;427
combo;70;141;409
combo;70;136;426
combo;70;212;412
combo;70;190;372
combo;70;210;383
combo;70;177;450
combo;70;177;420
combo;70;150;415
combo;70;151;388
combo;70;167;359
combo;70;221;389
combo;70;148;430
combo;70;158;422
combo;70;166;403
combo;70;143;397
combo;70;193;398
combo;70;197;427
combo;70;175;419
combo;70;144;376
combo;70;180;404
combo;70;184;422
combo;70;174;404
combo;70;131;376
combo;70;168;456
combo;70;135;389
combo;70;144;422
combo;70;192;459
combo;70;170;433
combo;70;181;411
combo;70;190;498
combo;70;185;400
combo;70;134;351
combo;70;171;387
combo;70;210;456
combo;70;148;394
combo;70;197;440
combo;70;229;421
combo;70;156;395
combo;70;181;389
combo;70;177;454
combo;70;142;388
combo;70;169;482
combo;70;203;413
combo;70;153;417
combo;70;205;429
combo;70;185;462
combo;70;207;468
combo;80;242;460
combo;80;230;465
combo;80;209;491
combo;80;170;461
combo;80;209;506
combo;80;193;531
combo;80;211;539
combo;80;166;541
combo;80;204;485
combo;80;254;454
combo;80;231;487
combo;80;208;459
combo;80;229;494
combo;80;232;447
combo;80;180;443
combo;80;180;455
combo;80;153;443
combo;80;205;563
combo;80;211;496
combo;80;184;426
combo;80;230;482
combo;80;232;513
combo;80;189;452
combo;80;174;440
combo;80;210;509
combo;80;195;525
combo;80;207;467
combo;80;215;488
combo;80;173;456
combo;80;285;499
combo;80;168;432
combo;80;226;532
combo;80;222;496
combo;80;243;482
combo;80;197;458
combo;80;235;501
combo;80;197;469
combo;80;192;483
combo;80;215;530
combo;80;171;497
combo;80;170;509
combo;80;298;594
combo;80;208;461
combo;80;204;482
combo;80;225;441
combo;80;191;497
combo;80;224;461
combo;80;183;501
combo;80;185;439
combo;80;232;500
combo;80;195;535
combo;80;203;486
combo;80;187;463
combo;80;220;503
combo;80;221;455
combo;80;193;489
combo;80;168;470
combo;80;210;500
combo;80;231;481
combo;80;210;470
combo;80;201;469
combo;80;185;538
combo;80;220;484
combo;80;178;480
combo;80;212;472
combo;80;175;467
combo;80;251;535
combo;80;233;515
combo;80;161;452
combo;80;192;529
combo;80;177;453
combo;80;152;468
combo;80;197;453
combo;80;196;458
combo;80;213;485
combo;80;199;529
combo;80;204;435
combo;80;195;455
combo;80;175;495
combo;80;181;546
combo;80;212;456
combo;80;222;549
combo;80;247;453
combo;80;176;504
combo;80;190;490
combo;80;186;505
combo;80;263;481
combo;80;168;435
combo;80;154;472
combo;80;203;464
combo;80;204;485
combo;80;203;469
combo;80;196;519
combo;80;231;479
combo;80;198;522
combo;80;223;532
combo;80;216;481
combo;80;215;534
combo;80;189;450
combo;80;162;542
combo;90;263;549
combo;90;225;563
combo;90;275;538
combo;90;274;506
combo;90;272;554
combo;90;203;544
combo;90;225;533
combo;90;244;508
combo;90;204;572
combo;90;299;563
combo;90;177;554
combo;90;185;588
combo;90;201;538
combo;90;216;604
combo;90;182;515
combo;90;260;566
combo;90;235;577
combo;90;224;558
combo;90;257;558
combo;90;191;608
combo;90;235;591
combo;90;234;547
combo;90;222;544
combo;90;183;504
combo;90;248;514
combo;90;205;529
combo;90;258;519
combo;90;281;646
combo;90;261;535
combo;90;205;525
combo;90;289;533
combo;90;212;519
combo;90;234;579
combo;90;225;529
combo;90;230;609
combo;90;228;564
combo;90;202;529
combo;90;221;521
combo;90;248;600
combo;90;219;538
combo;90;284;558
combo;90;222;551
combo;90;229;525
combo;90;188;535
combo;90;242;542
combo;90;249;571
combo;90;285;615
combo;90;227;599
combo;90;204;525
combo;90;275;618
combo;90;222;593
combo;90;310;589
combo;90;249;602
combo;90;222;553
combo;90;312;554
combo;90;180;508
combo;90;208;651
combo;90;236;604
combo;90;187;567
combo;90;217;546
combo;90;239;513
combo;90;306;592
combo;90;291;573
combo;90;273;571
combo;90;250;587
combo;90;265;563
combo;90;181;649
combo;90;235;573
combo;90;206;551
combo;90;240;601
combo;90;279;648
combo;90;257;625
combo;90;227;572
combo;90;221;654
combo;90;191;702
combo;90;186;551
combo;90;252;637
combo;90;290;624
combo;90;244;542
combo;90;239;533
combo;90;274;564
combo;90;229;559
combo;90;177;655
combo;90;256;531
combo;90;224;548
combo;90;263;559
combo;90;224;516
combo;90;338;570
combo;90;207;527
combo;90;180;600
combo;90;201;572
combo;90;151;524
combo;90;226;533
combo;90;231;504
combo;90;345;651
combo;90;241;604
combo;90;231;532
combo;90;255;582
combo;90;249;553
combo;90;245;576
combo;100;271;613
combo;100;289;629
combo;100;313;614
combo;100;239;640
combo;100;246;632
combo;100;230;602
combo;100;290;678
combo;100;261;684
combo;100;217;615
combo;100;280;631
combo;100;244;597
combo;100;208;591
combo;100;360;707
combo;100;267;600
combo;100;270;681
combo;100;252;650
combo;100;244;589
combo;100;259;637
combo;100;284;639
combo;100;242;628
combo;100;240;614
combo;100;288;643
combo;100;230;785
combo;100;286;623
combo;100;352;682
combo;100;267;726
combo;100;306;676
combo;100;288;582
combo;100;209;594
combo;100;264;660
combo;100;247;668
combo;100;240;637
combo;100;248;607
combo;100;247;666
combo;100;250;585
combo;100;279;663
combo;100;286;611
combo;100;294;581
combo;100;272;643
combo;100;262;654
combo;100;248;761
combo;100;267;590
combo;100;190;637
combo;100;263;598
combo;100;251;753
combo;100;293;611
combo;100;315;710
combo;100;226;600
combo;100;285;606
combo;100;306;655
combo;100;227;602
combo;100;253;571
combo;100;239;620
combo;100;422;669
combo;100;247;603
combo;100;267;604
combo;100;235;589
combo;100;316;619
combo;100;275;645
combo;100;334;616
combo;100;232;638
combo;100;220;651
combo;100;272;648
combo;100;199;661
combo;100;229;705
combo;100;205;630
combo;100;277;644
combo;100;197;627
combo;100;256;659
combo;100;260;631
combo;100;266;662
combo;100;300;625
combo;100;293;628
combo;100;238;589
combo;100;244;612
combo;100;261;618
combo;100;279;759
combo;100;199;619
combo;100;241;669
combo;100;336;612
combo;100;262;629
combo;100;234;620
combo;100;244;676
combo;100;247;617
combo;100;239;617
combo;100;245;666
combo;100;223;621
combo;100;288;664
combo;100;201;585
combo;100;238;690
combo;100;268;632
combo;100;247;638
combo;100;268;643
combo;100;297;685
combo;100;233;610
combo;100;241;618
combo;100;307;648
combo;100;277;611
combo;100;251;646
combo;100;306;670
combo;110;307;675
combo;110;294;663
combo;110;361;761
combo;110;264;711
combo;110;268;726
combo;110;320;721
combo;110;283;736
combo;110;300;762
combo;110;286;662
combo;110;267;710
combo;110;299;704
combo;110;262;703
combo;110;313;727
combo;110;313;738
combo;110;264;700
combo;110;275;665
combo;110;271;674
combo;110;329;772
combo;110;265;662
combo;110;345;720
combo;110;298;663
combo;110;322;694
combo;110;278;692
combo;110;294;800
combo;110;365;751
combo;110;297;730
combo;110;297;643
combo;110;240;670
combo;110;227;797
combo;110;287;775
combo;110;353;736
combo;110;261;662
combo;110;317;703
combo;110;249;686
combo;110;368;712
combo;110;332;788
combo;110;358;739
combo;110;277;669
combo;110;301;769
combo;110;345;703
combo;110;266;737
combo;110;321;786
combo;110;284;718
combo;110;298;700
combo;110;258;668
combo;110;319;749
combo;110;325;773
combo;110;379;912
combo;110;284;691
combo;110;304;726
combo;110;277;716
combo;110;321;696
combo;110;342;741
combo;110;246;745
combo;110;289;653
combo;110;241;700
combo;110;339;712
combo;110;313;707
combo;110;299;735
combo;110;267;700
combo;110;289;689
combo;110;277;679
combo;110;307;709
combo;110;308;806
combo;110;299;699
combo;110;326;736
combo;110;332;723
combo;110;252;764
combo;110;280;728
combo;110;313;713
combo;110;304;720
combo;110;260;709
combo;110;331;884
combo;110;280;690
combo;110;334;717
combo;110;329;708
combo;110;282;703
combo;110;305;795
combo;110;268;895
combo;110;300;742
combo;110;306;750
combo;110;349;711
combo;110;313;712
combo;110;286;716
combo;110;287;687
combo;110;293;689
combo;110;316;725
combo;110;265;682
combo;110;298;703
combo;110;313;692
combo;110;276;743
combo;110;333;733
combo;110;284;672
combo;110;236;650
combo;110;317;666
combo;110;305;682
combo;110;389;717
combo;110;275;726
combo;110;289;726
combo;110;368;874
combo;120;484;874
combo;120;319;821
combo;120;389;799
combo;120;246;715
combo;120;322;789
combo;120;395;815
combo;120;334;749
combo;120;378;800
combo;120;362;801
combo;120;393;796
combo;120;332;849
combo;120;334;796
combo;120;295;805
combo;120;403;773
combo;120;306;765
combo;120;314;775
combo;120;299;783
combo;120;284;784
combo;120;346;863
combo;120;351;886
combo;120;340;782
combo;120;335;763
combo;120;363;850
combo;120;313;886
combo;120;308;755
combo;120;234;775
combo;120;300;829
combo;120;410;914
combo;120;340;785
combo;120;331;803
combo;120;346;846
combo;120;328;798
combo;120;335;785
combo;120;331;827
combo;120;402;826
combo;120;366;802
combo;120;302;754
combo;120;263;815
combo;120;274;788
combo;120;341;780
combo;120;306;853
combo;120;385;792
combo;120;347;861
combo;120;412;855
combo;120;401;781
combo;120;300;837
combo;120;306;904
combo;120;359;896
combo;120;337;800
combo;120;344;794
combo;120;224;804
combo;120;369;857
combo;120;242;798
combo;120;336;848
combo;120;373;827
combo;120;275;785
combo;120;340;840
combo;120;377;790
combo;120;345;807
combo;120;346;796
combo;120;318;857
combo;120;398;813
combo;120;276;797
combo;120;299;741
combo;120;389;767
combo;120;436;774
combo;120;344;851
combo;120;339;773
combo;120;277;787
combo;120;329;788
combo;120;323;797
combo;120;404;969
combo;120;432;878
combo;120;363;764
combo;120;354;834
combo;120;325;763
combo;120;395;806
combo;120;255;802
combo;120;393;920
combo;120;320;953
combo;120;344;822
combo;120;316;802
combo;120;333;895
combo;120;302;848
combo;120;306;778
combo;120;354;796
combo;120;278;797
combo;120;342;797
combo;120;393;825
combo;120;327;761
combo;120;311;797
combo;120;349;768
combo;120;264;902
combo;120;324;774
combo;120;367;950
combo;120;326;795
combo;120;360;784
combo;120;382;819
combo;120;356;811
combo;120;367;802
combo;130;362;876
combo;130;399;947
combo;130;354;882
combo;130;346;1183
combo;130;343;855
combo;130;424;936
combo;130;342;804
combo;130;347;837
combo;130;370;817
combo;130;416;888
combo;130;312;864
combo;130;360;843
combo;130;305;875
combo;130;395;852
combo;130;300;980
combo;130;418;861
combo;130;347;873
combo;130;386;871
combo;130;299;834
combo;130;328;894
combo;130;449;900
combo;130;372;960
combo;130;329;938
combo;130;311;901
combo;130;398;851
combo;130;363;909
combo;130;310;882
combo;130;335;943
combo;130;382;864
combo;130;297;871
combo;130;396;909
combo;130;350;948
combo;130;397;957
combo;130;382;806
combo;130;434;968
combo;130;396;915
combo;130;321;879
combo;130;313;882
combo;130;263;838
combo;130;388;893
combo;130;409;804
combo;130;419;863
combo;130;323;818
combo;130;348;859
combo;130;382;903
combo;130;301;864
combo;130;364;909
combo;130;354;930
combo;130;348;919
combo;130;287;849
combo;130;331;860
combo;130;366;869
combo;130;365;869
combo;130;424;899
combo;130;300;873
combo;130;336;866
combo;130;442;960
combo;130;351;880
combo;130;477;906
combo;130;405;873
combo;130;361;1032
combo;130;335;923
combo;130;340;992
combo;130;357;839
combo;130;366;929
combo;130;340;1010
combo;130;471;845
combo;130;414;877
combo;130;361;856
combo;130;443;874
combo;130;381;875
combo;130;364;897
combo;130;431;889
combo;130;352;907
combo;130;375;869
combo;130;401;902
combo;130;476;968
combo;130;269;955
combo;130;348;854
combo;130;382;1019
combo;130;310;920
combo;130;352;923
combo;130;406;910
combo;130;325;807
combo;130;383;901
combo;130;379;868
combo;130;302;819
combo;130;284;905
combo;130;387;896
combo;130;389;903
combo;130;390;805
combo;130;329;845
combo;130;352;866
combo;130;392;883
combo;130;400;868
combo;130;288;882
combo;130;374;945
combo;130;358;856
combo;130;301;837
combo;130;321;801
combo;140;374;1011
combo;140;376;1029
combo;140;441;948
combo;140;432;977
combo;140;310;937
combo;140;291;939
combo;140;384;969
combo;140;458;939
combo;140;407;909
combo;140;398;1000
combo;140;435;1110
combo;140;350;911
combo;140;395;1046
combo;140;488;1021
combo;140;394;1003
combo;140;395;1101
combo;140;407;934
combo;140;409;946
combo;140;366;893
combo;140;412;958
combo;140;386;961
combo;140;329;916
combo;140;438;890
combo;140;439;968
combo;140;360;1023
combo;140;449;929
combo;140;400;1110
combo;140;449;929
combo;140;366;958
combo;140;422;1157
combo;140;397;1147
combo;140;357;931
combo;140;500;1124
combo;140;389;932
combo;140;423;974
combo;140;433;964
combo;140;324;964
combo;140;334;997
combo;140;393;984
combo;140;350;949
combo;140;475;982
combo;140;410;957
combo;140;371;1005
combo;140;385;950
combo;140;356;901
combo;140;363;957
combo;140;408;956
combo;140;383;939
combo;140;352;913
combo;140;419;953
combo;140;325;975
combo;140;385;936
combo;140;384;978
combo;140;422;1016
combo;140;402;1063
combo;140;343;913
combo;140;412;911
combo;140;382;931
combo;140;458;1110
combo;140;405;1005
combo;140;336;882
combo;140;333;1002
combo;140;356;912
combo;140;340;962
combo;140;356;1005
combo;140;371;913
combo;140;485;1070
combo;140;334;1008
combo;140;317;961
combo;140;435;980
combo;140;445;1003
combo;140;426;978
combo;140;348;1042
combo;140;334;904
combo;140;431;935
combo;140;360;999
combo;140;342;955
combo;140;387;899
combo;140;334;930
combo;140;377;981
combo;140;436;871
combo;140;316;930
combo;140;357;974
combo;140;418;1090
combo;140;408;1022
combo;140;506;1068
combo;140;320;1050
combo;140;373;946
combo;140;361;971
combo;140;388;1286
combo;140;360;962
combo;140;425;1142
combo;140;367;1019
combo;140;348;983
combo;140;363;1019
combo;140;367;987
combo;140;486;962
combo;140;310;917
combo;140;339;922
combo;140;429;918
combo;150;542;1111
combo;150;432;1032
combo;150;474;1160
combo;150;488;1191
combo;150;399;982
combo;150;352;1029
combo;150;432;1097
combo;150;465;1108
combo;150;431;1016
combo;150;502;1148
combo;150;442;1079
combo;150;447;1035
combo;150;417;1024
combo;150;371;1023
combo;150;421;1043
combo;150;457;1187
combo;150;368;1060
combo;150;457;996
combo;150;486;1135
combo;150;415;1116
combo;150;417;1136
combo;150;425;1026
combo;150;406;994
combo;150;355;1113
combo;150;498;1140
combo;150;394;996
combo;150;509;1025
combo;150;431;1081
combo;150;557;1075
combo;150;457;1088
combo;150;576;1132
combo;150;409;1089
combo;150;488;1171
combo;150;519;1229
combo;150;489;1154
combo;150;443;1043
combo;150;459;1107
combo;150;468;1147
combo;150;408;1135
combo;150;515;1083
combo;150;372;996
combo;150;416;1004
combo;150;451;1052
combo;150;420;1071
combo;150;525;1175
combo;150;466;971
combo;150;351;1150
combo;150;366;970
combo;150;426;1114
combo;150;427;969
combo;150;400;1006
combo;150;500;1301
combo;150;355;966
combo;150;404;995
combo;150;423;1063
combo;150;454;1116
combo;150;480;1052
combo;150;517;1098
combo;150;450;1069
combo;150;488;999
combo;150;452;1002
combo;150;428;1023
combo;150;473;1108
combo;150;478;1082
combo;150;457;1052
combo;150;407;1034
combo;150;419;1039
combo;150;428;1076
combo;150;327;1158
combo;150;520;1148
combo;150;544;1399
combo;150;343;1020
combo;150;383;1015
combo;150;339;1060
combo;150;397;1128
combo;150;400;1016
combo;150;460;1034
combo;150;503;1267
combo;150;370;1001
combo;150;377;1029
combo;150;438;1031
combo;150;491;1027
combo;150;341;961
combo;150;362;967
combo;150;465;1029
combo;150;467;1083
combo;150;553;1261
combo;150;502;965
combo;150;340;998
combo;150;502;1038
combo;150;493;1101
combo;150;386;1021
combo;150;400;1033
combo;150;501;1044
combo;150;487;1064
combo;150;485;1220
combo;150;438;1076
combo;150;508;1049
combo;150;454;1048
combo;150;463;964
combo;160;557;1341
combo;160;318;1149
combo;160;410;1196
combo;160;431;1083
combo;160;504;1421
combo;160;446;1166
combo;160;438;1118
combo;160;549;1130
combo;160;468;1092
combo;160;499;1103
combo;160;409;1139
combo;160;502;1089
combo;160;512;1103
combo;160;603;1212
combo;160;441;1145
combo;160;494;1068
combo;160;531;1094
combo;160;377;1072
combo;160;549;1184
combo;160;425;1201
combo;160;480;1112
combo;160;398;1185
combo;160;495;1160
combo;160;605;1130
combo;160;401;1096
combo;160;427;1153
combo;160;390;1092
combo;160;422;1090
combo;160;468;1154
combo;160;400;1106
combo;160;617;1318
combo;160;543;1082
combo;160;388;1167
combo;160;478;1085
combo;160;590;1197
combo;160;440;1155
combo;160;416;1095
combo;160;459;1233
combo;160;387;1045
combo;160;617;1249
combo;160;552;1176
combo;160;528;1230
combo;160;533;1096
combo;160;447;1148
combo;160;447;1128
combo;160;409;1072
combo;160;458;1095
combo;160;478;1101
combo;160;423;1156
combo;160;611;1207
combo;160;347;1152
combo;160;431;1090
combo;160;620;1374
combo;160;460;1127
combo;160;363;1197
combo;160;614;1227
combo;160;505;1227
combo;160;487;1066
combo;160;432;1064
combo;160;588;1420
combo;160;381;1084
combo;160;617;1457
combo;160;562;1081
combo;160;567;1278
combo;160;463;1141
combo;160;550;1120
combo;160;516;1271
combo;160;578;1173
combo;160;444;1127
combo;160;425;1065
combo;160;451;1323
combo;160;579;1320
combo;160;427;1170
combo;160;498;1188
combo;160;469;1110
combo;160;605;1205
combo;160;549;1139
combo;160;429;1140
combo;160;456;1175
combo;160;488;1043
combo;160;405;1100
combo;160;469;1241
combo;160;495;1180
combo;160;458;1186
combo;160;472;1125
combo;160;527;1113
combo;160;515;1185
combo;160;507;1222
combo;160;534;1241
combo;160;442;1208
combo;160;456;1126
combo;160;467;1398
combo;160;459;1220
combo;160;411;1101
combo;160;547;1258
combo;160;483;1238
combo;160;377;1143
combo;160;448;1176
combo;160;447;1120
combo;160;464;1056
combo;170;437;1255
combo;170;526;1268
combo;170;579;1539
combo;170;608;1230
combo;170;488;1190
combo;170;562;1307
combo;170;572;1275
combo;170;519;1254
combo;170;390;1150
combo;170;503;1235
combo;170;507;1122
combo;170;456;1284
combo;170;382;1248
combo;170;503;1190
combo;170;427;1266
combo;170;541;1214
combo;170;684;1276
combo;170;536;1266
combo;170;583;1200
combo;170;464;1188
combo;170;419;1297
combo;170;458;1223
combo;170;486;1168
combo;170;434;1205
combo;170;606;1358
combo;170;555;1246
combo;170;610;1253
combo;170;533;1421
combo;170;569;1234
combo;170;461;1224
combo;170;577;1282
combo;170;626;1211
combo;170;601;1263
combo;170;473;1175
combo;170;464;1256
combo;170;442;1242
combo;170;348;1153
combo;170;465;1249
combo;170;470;1238
combo;170;471;1179
combo;170;451;1351
combo;170;586;1212
combo;170;482;1253
combo;170;562;1182
combo;170;523;1348
combo;170;406;1194
combo;170;544;1185
combo;170;556;1226
combo;170;619;1197
combo;170;464;1189
combo;170;457;1243
combo;170;526;1241
combo;170;473;1245
combo;170;646;1335
combo;170;637;1256
combo;170;446;1243
combo;170;417;1248
combo;170;507;1225
combo;170;567;1258
combo;170;513;1172
combo;170;578;1199
combo;170;497;1223
combo;170;641;1221
combo;170;444;1200
combo;170;435;1246
combo;170;459;1184
combo;170;515;1224
combo;170;401;1286
combo;170;472;1276
combo;170;415;1187
combo;170;522;1241
combo;170;629;1202
combo;170;489;1227
combo;170;601;1370
combo;170;453;1241
combo;170;534;1164
combo;170;494;1194
combo;170;489;1276
combo;170;570;1157
combo;170;592;1161
combo;170;477;1213
combo;170;620;1343
combo;170;542;1275
combo;170;594;1270
combo;170;436;1204
combo;170;517;1162
combo;170;602;1429
combo;170;488;1242
combo;170;531;1176
combo;170;463;1225
combo;170;554;1186
combo;170;442;1213
combo;170;441;1261
combo;170;390;1284
combo;170;661;1329
combo;170;592;1198
combo;170;563;1243
combo;170;538;1562
combo;170;580;1268
combo;170;556;1176
combo;180;509;1349
combo;180;614;1248
combo;180;466;1258
combo;180;557;1314
combo;180;444;1363
combo;180;567;1316
combo;180;555;1235
combo;180;521;1359
combo;180;543;1367
combo;180;590;1442
combo;180;501;1296
combo;180;551;1573
combo;180;543;1252
combo;180;666;1378
combo;180;443;1357
combo;180;497;1334
combo;180;453;1352
combo;180;562;1245
combo;180;488;1350
combo;180;611;1510
combo;180;578;1346
combo;180;535;1311
combo;180;697;1356
combo;180;532;1248
combo;180;583;1376
combo;180;552;1304
combo;180;537;1220
combo;180;532;1568
combo;180;580;1265
combo;180;638;1329
combo;180;449;1236
combo;180;553;1311
combo;180;521;1468
combo;180;521;1221
combo;180;468;1362
combo;180;508;1304
combo;180;639;1317
combo;180;555;1361
combo;180;547;1390
combo;180;486;1304
combo;180;443;1284
combo;180;542;1319
combo;180;477;1256
combo;180;510;1313
combo;180;517;1422
combo;180;460;1309
combo;180;532;1364
combo;180;574;1393
combo;180;536;1239
combo;180;720;1397
combo;180;616;1445
combo;180;477;1249
combo;180;458;1283
combo;180;508;1351
combo;180;470;1210
combo;180;643;1439
combo;180;572;1240
combo;180;662;1298
combo;180;592;1316
combo;180;530;1325
combo;180;536;1339
combo;180;411;1421
combo;180;537;1326
combo;180;540;1352
combo;180;467;1364
combo;180;567;1280
combo;180;566;1345
combo;180;484;1609
combo;180;482;1298
combo;180;405;1258
combo;180;449;1353
combo;180;617;1290
combo;180;543;1365
combo;180;441;1295
combo;180;556;1302
combo;180;554;1314
combo;180;623;1344
combo;180;490;1398
combo;180;570;1308
combo;180;602;1371
combo;180;480;1294
combo;180;545;1292
combo;180;525;1408
combo;180;590;1369
combo;180;626;1548
combo;180;491;1256
combo;180;560;1233
combo;180;564;1302
combo;180;455;1276
combo;180;535;1347
combo;180;537;1252
combo;180;506;1311
combo;180;561;1263
combo;180;510;1224
combo;180;541;1466
combo;180;519;1332
combo;180;550;1309
combo;180;588;1261
combo;180;546;1320
combo;180;466;1329
combo;190;527;1405
combo;190;558;1425
combo;190;568;1524
combo;190;625;1380
combo;190;680;1442
combo;190;652;1447
combo;190;668;1416
combo;190;651;1425
combo;190;624;1471
combo;190;484;1342
combo;190;678;1369
combo;190;502;1374
combo;190;780;1448
combo;190;541;1579
combo;190;577;1342
combo;190;597;1615
combo;190;788;1719
combo;190;539;1650
combo;190;710;1538
combo;190;656;1368
combo;190;548;1498
combo;190;656;1634
combo;190;563;1303
combo;190;645;1491
combo;190;585;1512
combo;190;510;1428
combo;190;566;1565
combo;190;662;1435
combo;190;488;1501
combo;190;551;1404
combo;190;627;1438
combo;190;496;1302
combo;190;536;1335
combo;190;549;1383
combo;190;603;1438
combo;190;459;1471
combo;190;547;1428
combo;190;689;1420
combo;190;518;1356
combo;190;593;1461
combo;190;691;1496
combo;190;475;1327
combo;190;590;1410
combo;190;499;1355
combo;190;697;1782
combo;190;749;1419
combo;190;636;1483
combo;190;562;1613
combo;190;574;1383
